patent_id,patent_title,patent_date
10047650,Vehicle exhaust system with resistive patch,2018-08-14
10047651,Soot oxidation catalyst materials and selective catalytic reduction filter devices incorporating the same,2018-08-14
10047652,Method and system for removing sulfur from a lean NOx trap,2018-08-14
10047653,Regeneration method for exhaust-gas aftertreatment systems,2018-08-14
10047654,Exhaust system for an internal combustion engine and method for controlling the exhaust system,2018-08-14
10047655,Integrated sensor water shield,2018-08-14
10047656,Method and apparatus for operating a combustion machine,2018-08-14
10047657,Exhaust aftertreatment system having mixer assembly,2018-08-14
10047658,Exhaust gas temperature control apparatus and exhaust gas temperature adjustment apparatus,2018-08-14
10047659,Photoluminescent engine indicium,2018-08-14
10047660,Liquid-cooled internal combustion engine,2018-08-14
10047661,Apparatuses and systems for cooling fuel modules for marine engines,2018-08-14
10047662,Cooling system for engine,2018-08-14
10047663,Charge air cooler with multi-piece plastic housing,2018-08-14
10047664,Engine,2018-08-14
10047665,Methods and systems for boost control,2018-08-14
10047666,Control system for turbo-compound system,2018-08-14
10047667,Apparatus and method for reducing flow noise in a commercial engine vehicle,2018-08-14
10047668,Combustion engine without compression and method,2018-08-14
10047669,Internal combustion engine,2018-08-14
10047670,Internal combustion engine having at least one piston,2018-08-14
10047671,System and method for high efficiency power generation using a carbon dioxide circulating working fluid,2018-08-14
10047672,Gas turbine wet compression system using electrohydrodynamic (EHD) atomization,2018-08-14
10047673,Production of low pressure liquid carbon dioxide from a power production system and method,2018-08-14
10047674,Exhaust device for engine,2018-08-14
10047675,Power plant having a two-stage cooler device for cooling the admission air for a turboshaft engine,2018-08-14
10047676,Electronic module mounting to vibration isolating structure,2018-08-14
10047677,Gas turbine engine buffer system,2018-08-14
10047678,"Method of stopping a rotorcraft engine in overspeed, and a system and a rotorcraft associated therewith",2018-08-14
10047679,System and method to enhance lean blowout monitoring,2018-08-14
10047680,Detecting actuation of air flow control valve of internal combustion engine and corresponding control thereof,2018-08-14
10047681,Method for detecting and controlling load weight of vehicle by means of tire pressure of vehicle and device thereof,2018-08-14
10047682,Device for operating an internal-combustion engine of a motor vehicle,2018-08-14
10047683,Method for controlling of valve timing of continuous variable valve duration engine,2018-08-14
10047684,Method for controlling of valve timing of continuous variable valve duration engine,2018-08-14
10047685,"Output circuit for an engine control device, and monitoring method for such a circuit",2018-08-14
10047686,Physics based single cylinder charging model,2018-08-14
10047687,Control device for internal combustion engine,2018-08-14
10047688,Ignition system for internal combustion engines,2018-08-14
10047689,Exhaust gas purification system of internal combustion engine,2018-08-14
10047690,Signal detection for balancing cylinders in a motor vehicle,2018-08-14
10047691,Fuel injection controlling apparatus,2018-08-14
10047692,GDCI cold start misfire prevention,2018-08-14
10047693,Fuel injection control device and fuel injection control method for internal combustion engine,2018-08-14
10047694,Slide shoe for a piston for use in internal combustion engines,2018-08-14
10047695,Crankcase oil catcher with movable guide,2018-08-14
10047696,Cover structure for internal combustion engine,2018-08-14
10047697,Metal-rubber laminate material,2018-08-14
10047698,Gas turbine with gap sealing between gas-washed components,2018-08-14
10047699,Thrust efficient turbofan engine,2018-08-14
10047700,Thrust efficient turbofan engine,2018-08-14
10047701,Thrust efficient turbofan engine,2018-08-14
10047702,Thrust efficient turbofan engine,2018-08-14
10047703,Vehicle EGR cooler,2018-08-14
10047704,Control device for internal combustion engine,2018-08-14
10047705,Systems and methods for reducing vehicle evaporative emissions,2018-08-14
10047706,Turbocharger air intake with low-pressure drop and controlled vacuum at a crankcase inlet,2018-08-14
10047707,System and method for cooling charge air and excess fuel for a turbocharged diesel engine,2018-08-14
10047708,Fuel water separator filter,2018-08-14
10047709,Fuel injector for an internal combustion engine,2018-08-14
10047710,Method for refurbishing a valve seat in a fuel injector assembly,2018-08-14
10047711,Fuel injection assembly for a combustion engine,2018-08-14
10047712,Fluid injection assembly for a combustion engine,2018-08-14
10047713,Attachment structure of fuel injection device nozzle plate,2018-08-14
10047714,Fuel injector,2018-08-14
10047715,Pull assistance apparatus,2018-08-14
10047716,Method for starting and stopping an internal combustion engine of an industrial truck,2018-08-14
10047717,Linear faraday induction generator for the generation of electrical power from ocean wave kinetic energy and arrangements thereof,2018-08-14
10047718,Electrical generation system based on tidal flow,2018-08-14
10047719,Winglet for a wind turbine rotor blade,2018-08-14
10047720,Wind turbine blade comprising vortex generators,2018-08-14
10047721,Pitch gear,2018-08-14
10047722,System and method for controlling a wind turbine,2018-08-14
10047723,Natural energy extraction apparatus,2018-08-14
10047724,Wind turbine system,2018-08-14
10047725,Ladder attachment system for a wind turbine,2018-08-14
10047726,Condition monitoring system and wind power generation system comprising the same,2018-08-14
10047727,Wind turbine comprising a transport unit,2018-08-14
10047728,Renewable energy system and methods for creating renewable energy,2018-08-14
10047729,Solar collector plant with thermal storage,2018-08-14
10047730,High-temperature thermal actuator utilizing phase change material,2018-08-14
10047731,Plasma propellant ablation/sublimation based systems,2018-08-14
10047732,"Electrothermal device for a propulsion system, especially for a turbojet, propulsion system comprising such an electrothermal device, and associated method",2018-08-14
10047733,"Cylinder block for a compressor, in particular swash plate compressor, and swash plate compressor",2018-08-14
10047734,Hydrostatic axial piston machine,2018-08-14
10047735,Mixing pump,2018-08-14
10047736,Metering pump,2018-08-14
10047737,Pump head coupling with twist-lock connections,2018-08-14
10047738,Downhole radially actuated longitudinal diaphragm pump,2018-08-14
10047739,Pump jack system and method,2018-08-14
10047740,Pump unit for a high-pressure pump,2018-08-14
10047741,Monitoring system for fluid pump,2018-08-14
10047742,Pump operable in one of quick pumping mode and high-pressure pumping mode selectively,2018-08-14
10047743,High pressure pump,2018-08-14
10047744,Vane pump device,2018-08-14
10047745,Electric oil pump,2018-08-14
10047746,Refrigerant compressor and refrigeration cycle device,2018-08-14
10047747,Pump assembly and method for evacuating a vapor-filled chamber,2018-08-14
10047748,"Rotary compressor, method of manufacturing a rotary compressor, and apparatus for manufacturing a rotary compressor",2018-08-14
10047749,Pressurized water reactor with upper vessel section providing both pressure and flow control,2018-08-14
10047750,Bracketless magnetic pump,2018-08-14
10047751,Heating circulating pump,2018-08-14
10047752,Fuel pump,2018-08-14
10047753,System and method for sidestream mixing,2018-08-14
10047754,Brushless motor and fan using the motor,2018-08-14
10047755,Fan,2018-08-14
10047756,Ventilating fan,2018-08-14
10047757,Predicting a surge event in a compressor of a turbomachine,2018-08-14
10047758,System for controlling operation of first and second electric fans,2018-08-14
10047759,Method for controlling the speed of cryogenic compressors arranged in series for cooling cryogenic helium,2018-08-14
10047760,Turbine wastegate plug,2018-08-14
10047761,Liner coupling pin,2018-08-14
10047762,Impeller and mold for manufacturing impeller,2018-08-14
10047763,Rotor assembly for use in a turbofan engine and method of assembling,2018-08-14
10047764,"Propeller fan, and air blower, air conditioner, and hot-water supply outdoor unit including the same",2018-08-14
10047765,Bushing for a variable stator vane and method of making same,2018-08-14
10047766,Air compressor system,2018-08-14
10047767,"Motor pump unit for a high-pressure cleaning appliance, and high-pressure cleaning appliance",2018-08-14
10047768,Double-loop control system with single hydraulic motor,2018-08-14
10047769,Flow control valve for construction equipment,2018-08-14
10047770,Patient support apparatus with hydraulic control system,2018-08-14
10047771,Construction machine,2018-08-14
10047772,Single acting hydraulic cylinder,2018-08-14
10047773,Position detecting sensor of an actuator accomodated in a housing,2018-08-14
10047774,Magnetic fastener assemblies,2018-08-14
10047775,Attachment element,2018-08-14
10047776,Anchoring system,2018-08-14
10047777,Anchor bolt,2018-08-14
10047778,Connection between two components made of reinforced plastic and method for the production thereof,2018-08-14
